,wavelength,transmission
211,9240.0,0.8786
212,9250.0,0.8736499999999999
213,9260.0,0.8693500000000001
214,9270.0,0.8637999999999999
215,9280.0,0.85855
216,9290.0,0.8547
217,9300.0,0.8495999999999999
218,9310.0,0.8493
219,9320.0,0.85055
220,9330.0,0.8541500000000001
221,9340.0,0.8597499999999999
222,9350.0,0.8632
223,9360.0,0.86155
224,9370.0,0.8523000000000001
225,9380.0,0.8264
226,9390.0,0.7746500000000001
227,9400.0,0.6960999999999999
228,9410.0,0.59525
229,9420.0,0.48840000000000006
230,9430.0,0.38484999999999997
231,9440.0,0.29309999999999997
232,9450.0,0.2194
233,9460.0,0.1634
234,9470.0,0.11779999999999999
235,9480.0,0.08715
236,9490.0,0.06665
237,9500.0,0.04865
238,9510.0,0.03475
239,9520.0,0.0268
240,9530.0,0.02175
241,9540.0,0.015600000000000001
242,9550.0,0.01315
243,9560.0,0.0103
244,9570.0,0.00875
245,9580.0,0.0062
246,9590.0,0.00565
247,9600.0,0.0042
248,9610.0,0.0022
249,9620.0,0.0028499999999999997
250,9630.0,0.0028499999999999997
251,9640.0,0.0016
252,9650.0,0.00125
253,9660.0,0.0008
254,9670.0,0.00145
255,9680.0,0.00095
256,9690.0,0.0006
257,9700.0,0.0008
